LithologyCode,LithNumber,OldIDNumber,,LAT,NS,LONG,EW,Continent,Country,,GeogComments,LMU,Period,Series,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso
CA,77,CA6057.4,,47,N,83,E,Asia,C.I.S.(frm U.S.S.R.),,,Middle,Paleogene,Eocene,,later Middle Eocene-Late Eocene,Calcretes,,,"Erofeev,Tsekhovskii(1982, 1983)",
CA,78,CA6057.5,,21.75,N,94.75,E,,,,,,,,,,,,,,
CA,79,CA6058,,49,N,2,E,Europe,France,,"Provence, the Paris Basin",Middle,Paleogene,Eocene,,"Eocene;see also Thiry,(1981,1989), for Lutetian from the Paris Basin;",Calcretes,,,"Freytet,Plaziat(1982)",see also Freytet(1973b)
CA,80,CA6059,,47,N,-1,W,Europe,France,,Poitou,Middle,Paleogene,Eocene,,Eocene,Calcretes,,,"Freytet,Plaziat(1982)",see also Freytet(1973b)
CA,81,CA6060,,44,N,2,E,Europe,France,,Varen Basin,Middle,Paleogene,Eocene,Ludian,also late Eocene,Calcretes,,,Simon-Coincon(1994),
CA,82,CA6061,,44,N,1.5,E,Europe,France,,Quercy region,M  - U,Paleogene,Eocene,,Middle Upper Eocene,Calcretes,,,Simon-Coincon et al.(1995;1997),
CA,83,CA6062,,44,N,4,E,Europe,France,,Gard region,Middle,Paleogene,Eocene,Lutetian,Eocene,Calcretes,,,Valleron et al.(1983),
CA,84,CA6063,,41,N,1,E,Europe,Spain,,Tarragona,Middle,Paleogene,Eocene,,Eocene,Calcretes,,,Esteban(1972),
CA,85,CA6064,,41.5,N,2,E,Europe,Spain,,Barcelona,Middle,Paleogene,Eocene,,Eocene,Calcretes,,,Esteban(1972),
CA,86,CA6065,,42,N,0.5,E,Europe,Spain,,"northern Spain,near Tremp",Middle,Paleogene,Eocene,,Middle Eocene,Calcretes,Capella,,Atkinson(1986),
CA,87,CA6066,,41,N,-4,W,Europe,Spain,,Duero and Tajo Basins,Middle,Paleogene,Eocene,,Late Eocene,Calcretes,,,Rodas et al.(1994),
CA,88,CA6065.1,,50.75,N,-1,W,Europe,United Kingdom,,England:Isle of Wright,Middle,Paleogene,Eocene,,Late Eocene,Calcretes,,,Armenteros et al.(1997),
CA,89,CA6067,,33,N,-114,W,North America,Mexico,,near Tijuana,Middle,Paleogene,Eocene,,Late Eocene,Calcretes,,overlie humid environment kaolinite rich soils of Lower Eocene or earlier age,"Peterson,Abbott(1979)",see also Abbott(1981)
CA,90,CA6068,,33,N,-116,W,North America,United States,,California:San Diego area,Middle,Paleogene,Eocene,,Late Eocene,Calcretes,,,Abbott(1981),
CA,91,CA6068.1,,42,N,-103.9,W,North America,United States,,Nebraska,Middle,Paleogene,Eocene,,Late Eocene,Calcretes,Big Cottonwood Creek Member,,Terry(2001),
CA,92,CA6068.2,,44,N,-102,W,North America,United States,,South Dakota:Badlands National Park,Middle,Paleogene,Eocene,,Lare Eocene,Calcretes,,with some associated kaolinite,Retallack(1992),
CA,93,CA6069,,29,N,-98,W,North America,United States,,Texas:Karnes County,Middle,Paleogene,Eocene,,Late Eocene,Calcretes,,,Folk(1971),
CA,94,CA6070,,43,N,-105,W,North America,United States,,Wyoming ,Middle,Paleogene,Eocene,,Late Eocene,Calcretes,,,Evanoff et al.(1992),
CA,95,CA6070.1,,-24,S,-65,W,South America,Argentina,,,Middle,Paleogene,Eocene,,mid-Eocene ,Calcretes,Lumbrera ,,"Del Papa,Salfity(1999)",
CA,96,CA6071,,-26,S,-49,W,South America,Brazil,,southeastern Brazill,M  - U,Paleogene,Eocene,,Late Eocene-Oligocene,Calcretes,Resende and Tremembe Frms,,Riccomini et al.(1996),
T,97,T6072,,-41.5,S,145.5,E,Australia,,,Tasmania:northwest Tasmania,M  - U,Paleogene,Eocene,,Late Eocene to Early Oligocene,Tillites,,,Macphail et al.(1993),
D,98,D6073,,48,N,143,E,Asia,C.I.S.(frm U.S.S.R.),,Sakhalin,Middle,Paleogene,Eocene,,Late Eocene,Dropstones,,orgins are not entirely certain,"Melankholina(in Hambrey and Harland, 1981)",
C,99,C6074,,7,N,2,E,Africa,Dahomey,,,L -M -U?,Paleogene,Eocene,,,Coals,equivalent of the Nigerian lignite group,,"Feys,Fabre(1966)",
C,100,C6075,,30,N,28,E,Africa,Egypt,,Fayum Depression,Middle,Paleogene,Eocene,,Eocene,Coals,,"lignite;Gingerich(written comm.,1993)-represents a very thin bed associated above and below with well developed evaporites, i.e. a locally anomalous occurrence",Said(1962),
C,101,C6076,,0,,40,E,Africa,Kenya,,Lamu Embayment,Middle,Paleogene,Eocene,,Middle to Late Eocene,Coals,,,"Walters,Linton(1973)",
C,102,C6077,,14,N,3,E,Africa,Niger,,Sorguera borehole,Middle,Paleogene,Eocene,,Middle-Upper Eocene,Coals,,,Lang et al.(1990),
C,103,C6078,,7,N,6,E,Africa,Nigeria,,Ogwashi-Asaba,Middle,Paleogene,Eocene,,Eocene,Coals,,,Petroconsultants(1977),"see also Petters,Ekweozor(1982)"
C,104,C6078.1,,17,N,-15,W,Africa,Sengal-Mauritania,,Senegalo-Mauritanian basin,Middle,Paleogene,Eocene,,Late Eocene,Coals,,,"Pique(2001, p.49)",
C,105,C6079,,8,N,-13,W,Africa,Sierra Leone,,coastal ,L -M -U?,Paleogene,Eocene,,,Coals,coastal Bullum group,,Macfarlane et al.(1981),
C,106,C6080,,8,N,49,E,Africa,Somalia,,,Middle,Paleogene,Eocene,,Middle to Upper Eocene,Coals,Lower Daban Series,lignites ,Merla et al.(1979),
C,107,C6081,,12,N,93,E,Asia,Andaman Islands,,,Middle,Paleogene,Eocene,,Eocene,Coals,,"see also Bandyopadhyaya et al.,(1973), M. Andaman Lipa Black Shale Frm of Mithakhari Group, overliying Tugapur Limestone is dated Paleocene","Reed(1949, p. 548)",
C,108,C6082,,7,N,93.8,E,Asia,Andaman Islands,,"to the south, the Nicobal Islands",Middle,Paleogene,Eocene,,Eocene,Coals,,"see also Bandyopadhyaya et al.,(1973), M. Andaman Lipa Black Shale Frm of Mithakhari Group, overliying Tugapur Limestone is dated Paleocene","Reed(1949, p. 548)",
C,109,C6082.1,,12.5,N,92,E,,,,,,,,,,,,,,
C,110,C6083,,25,N,91,E,Asia,Bangladesh,,"Lamakata Bangarhat,Sylhet",L -M -U?,Paleogene,Eocene,,,Coals,,,Petroconsultants(1977),
C,111,C8084,,25,N,92,E,Asia,Bangladesh,,northeastern Bangladesh,L -M -U?,Paleogene,Eocene,,,Coals,Sylhet Limestone and Kopili Alterations Stage,,Quazi(1986),
C,112,C6085,,44,N,127,E,Asia,China,,North China:Shulan,Middle,Paleogene,Eocene,,Middle-Upper Eocene,Coals,,,The Beijing Acad. Of Coal Sci.(1959),
C,113,C6086,,43,N,130,E,Asia,China,,North China:Hunchun,Middle,Paleogene,Eocene,,Upper Eocene,Coals,,,The Beijing Acad. Of Coal Sci.(1959),
C,114,C6087,,49,N,126,E,Asia,China,,North China:Huadian Coal Field,Middle,Paleogene,Eocene,,Upper Eocene,Coals,,,The Beijing Acad. Of Coal Sci.(1959),
C,115,C6088,,42,N,124,E,Asia,China,,North China:Fushun,L  - M,Paleogene,Eocene,,Paleocene-Middle Eocene,Coals,,,The Beijing Acad. Of Coal Sci.(1959),
C,116,C6089,,49,N,122,E,Asia,China,,North China:northern High Xinghan Mountains in Inner Mongolia,L -M -U?,Paleogene,Eocene,,,Coals,Zazannouer,,The Beijing Acad. Of Coal Sci.(1959),
C,117,C6090,,49,N,129,E,Asia,China,,North China:Xunke-Jiayin,Middle,Paleogene,Eocene,,Eocene,Coals,Wuyan,,Chu Xu-chun(1986),
C,118,C6091,,46,N,130,E,Asia,China,,North China:Yilan,Middle,Paleogene,Eocene,,Middle-Late Eocene,Coals,Dalianhe,,Chu Xu-chun(1986),
C,119,C6092,,44.5,N,127,E,Asia,China,,North China:Sulan,Middle,Paleogene,Eocene,,Middle-Late Eocene,Coals,Sulan,,Chu Xu-chun(1986),
C,120,C6093,,43,N,129,E,Asia,China,,North China:Yanbian,Middle,Paleogene,Eocene,,Middle-Late Eocene,Coals,Huichun,,Chu Xu-chun(1986),
C,121,C6094,,37,N,118,E,Asia,China,,North China:south of Beijing,Middle,Paleogene,Eocene,,Eocene,Coals,Shehejie,,Robbins et al.(1991),
C,122,C6095,,24,N,107,E,Asia,China,,South China:Baise  ,Middle,Paleogene,Eocene,,Late Eocene,Coals,Nadu,,Chu Xu-chun(1986),
C,123,C6096,,23,N,108,E,Asia,China,,South China:Nanning,Middle,Paleogene,Eocene,,Late Eocene,Coals,Nadu,,Chu Xu-chun(1986),
C,124,C6097,,22,N,108,E,Asia,China,,South China:Shangsi,Middle,Paleogene,Eocene,,Late Eocene,Coals,Nadu,,Chu Xu-chun(1986),
C,125,C6098,,22,N,107.25,E,Asia,China,,South China:Ningming-Haiyuan,Middle,Paleogene,Eocene,,Eocene,Coals,Nadu,,Chu Xu-chun(1986),
C,126,C6099,,22,N,111,E,Asia,China,,South China:Maoming,Middle,Paleogene,Eocene,,Eocene,Coals,Youganwo,lignite,Chu Xu-chun(1986),
C,127,C6100,,46,N,130,E,Asia,China,,South China:Baise Basin,Middle,Paleogene,Eocene,,Middle-Late Eocene,Coals,Natu,,Liu Chang-song et al.(1991),
C,128,C6101,,22,N,110.6,E,Asia,China,,South China:Guangdong Province,Middle,Paleogene,Eocene,,Lower-Upper Eocene,Coals,Youganwo,,"Yuan,Murray(1993)",
C,129,C6101.1,,24.5,N,121,E,Asia,China,,South China:Taiwan,Middle,Paleogene,Eocene,,Middle to Late Eocene,Coals,,,"Yu,Chow(1997)",
C,130,C6102,,32,N,80,E,Asia,China,,Xizang:Geer,Middle,Paleogene,Eocene,,Eocene,Coals,Mengtu,,Chu Xu-chun(1986),
C,131,C6103,,53.5,N,70,E,Asia,C.I.S.(frm U.S.S.R.),,Oktyabrskoye Coalfield,Middle,Paleogene,Eocene,,Middle/Upper Paleogene,Coals,,,The Rijks Geologische Dienst(1982),
C,132,C6104,,50.2,N,79.2,E,Asia,C.I.S.(frm U.S.S.R.),,Irtysk Coalfield,M  - U,Paleogene,Eocene,,Eocene/Oligocene,Coals,Chetanskaya Suite,,The Rijks Geologische Dienst(1982),
C,133,C6105,,63,N,179,E,Asia,C.I.S.(frm U.S.S.R.),,Beringovskaya Area,Middle,Paleogene,Eocene,,Eocene/Oligocene,Coals,Chukotskaya Suite,,The Rijks Geologische Dienst(1982),
C,134,C6106,,71.3,N,129,E,Asia,C.I.S.(frm U.S.S.R.),,Soginskaya Coalfield,Middle,Paleogene,Eocene,,Upper Eocene,Coals,Soginskaya Suite,,The Rijks Geologische Dienst(1982),
C,135,C6107,,72.8,N,128.5,E,Asia,C.I.S.(frm U.S.S.R.),,Kongdeyskoye Coalfield,Middle,Paleogene,Eocene,,Upper Eocene,Coals,Soginskaya Suite(?),,The Rijks Geologische Dienst(1982),
C,136,C6108,,59,N,160,E,Asia,C.I.S.(frm U.S.S.R.),,Palanskoye Coalfield,Middle,Paleogene,Eocene,,Upper Eocene,Coals,Napanskaya Suite,,The Rijks Geologische Dienst(1982),
C,137,C6109,,51,N,142,E,Asia,C.I.S.(frm U.S.S.R.),,Sakhalin,Middle,Paleogene,Eocene,,Eocene,Coals,,,Krassilov(1994),
C,138,C6110,,62.5,N,169,E,Asia,C.I.S.(frm U.S.S.R.),,Koryak Basin,Middle,Paleogene,Eocene,,Late Eocene,Coals,,,Oleinik(1996),
C,139,C6111,,44,N,132,E,Asia,C.I.S.(frm U.S.S.R.),,Vladivostok region,M  - U,Paleogene,Eocene,,Eocene-Early Oligocene,Coals,,,Seredin(1996),
C,140,C6111.1,,43,N,133,E,Asia,C.I.S.(frm U.S.S.R.),,southwestern Primoye,L -M -U?,Paleogene,Eocene,,,Coals,Khasanskaya Suite,,Ablaev et al.(1994),
C,141,C6111.2,,52,N,130,E,Asia,CIS,,,,,,,,,,,,
C,142,C6112,,26,N,92,E,Asia,India,,Assam,Middle,Paleogene,Eocene,,Eocene,Coals,,,"Coggin Brown,Dey(1955)",
C,143,C6113,,39,N,75,E,Asia,India,,Kashmir,Middle,Paleogene,Eocene,,Eocene,Coals,,,"Coggin Brown,Dey(1955)",
C,144,C6114,,12,N,79,E,Asia,India,,southern India(east coast),Middle,Paleogene,Eocene,,Eocene,Coals,,lignites ,"Coggin Brown,Dey(1955)",
C,145,C6115,,12,N,76,E,Asia,India,,southern India(west coast),Middle,Paleogene,Eocene,,Eocene,Coals,,lignites ,"Coggin Brown,Dey(1955)",
C,146,C6116,,23,N,71,E,Asia,India,,Gujarat,Middle,Paleogene,Eocene,,Eocene,Coals,,lignites ,"Phadtare,Thakur(1990)",
C,147,C6117,,27,N,74,E,Asia,India,,Rajasthan,Middle,Paleogene,Eocene,,Eocene,Coals,,,Dutta(1971),see also Mukherjee et al.(1992)
C,148,C6118,,22,N,73,E,Asia,India,,Cambay Basin,Middle,Paleogene,Eocene,,Eocene,Coals,,,"Mathur,Kohli(1964)",
C,149,C6119,,10,N,77,E,Asia,India,,Kerala,Middle,Paleogene,Eocene,,Eocene,Coals,Warkalli Group,,Raha et al.(1987),
